condition,learner,seed,estimator,estimate,se,ci_low,ci_high,true_ate,true_sample_ate,treatment_rate,min_propensity,max_propensity,clipped_fraction
linear_low_confounding,linear,28,aipw,1.0863257127891732,0.035182438360381645,1.0173681336028253,1.1552832919755212,1.0,1.0007293349667827,0.49075,0.09754234095349053,0.8624990030931398,0.0
linear_low_confounding,linear,29,difference-in-means,1.584579434831547,0.050477895061260644,1.4856427605114761,1.6835161091516178,1.0,1.0170598292334951,0.49625,0.11324808773980766,0.8636639042617447,0.0
linear_low_confounding,linear,29,outcome-regression,0.9955434700583351,0.011040738441333131,0.9739036227133222,1.017183317403348,1.0,1.0170598292334951,0.49625,0.11324808773980766,0.8636639042617447,0.0
linear_low_confounding,linear,29,ipw,0.996984563296141,0.05502986983136289,0.8891260184266698,1.1048431081656123,1.0,1.0170598292334951,0.49625,0.11324808773980766,0.8636639042617447,0.0
linear_low_confounding,linear,29,aipw,0.9932020082487144,0.0347964923579264,0.9250008832271787,1.0614031332702503,1.0,1.0170598292334951,0.49625,0.11324808773980766,0.8636639042617447,0.0
linear_low_confounding,linear,30,difference-in-means,1.5898530678523377,0.0512776286887485,1.4893489156223907,1.6903572200822847,1.0,1.0125448413979836,0.5195,0.15044041679063253,0.8644526998403335,0.0
linear_low_confounding,linear,30,outcome-regression,1.0175493154302382,0.011500924005218821,0.9950075043800093,1.040091126480467,1.0,1.0125448413979836,0.5195,0.15044041679063253,0.8644526998403335,0.0
linear_low_confounding,linear,30,ipw,1.0244765126301076,0.05477074571970494,0.917125851019486,1.1318271742407293,1.0,1.0125448413979836,0.5195,0.15044041679063253,0.8644526998403335,0.0
linear_low_confounding,linear,30,aipw,1.0235055724661568,0.03488988922265995,0.9551213895897432,1.0918897553425704,1.0,1.0125448413979836,0.5195,0.15044041679063253,0.8644526998403335,0.0
linear_low_confounding,linear,31,difference-in-means,1.5294543671217629,0.05138044394205679,1.4287486969953316,1.6301600372481941,1.0,0.9775132554892807,0.50225,0.17190623062179775,0.8486657486931217,0.0
linear_low_confounding,linear,31,outcome-regression,0.9716721703880874,0.012032950104304194,0.9480875881836511,0.9952567525925237,1.0,0.9775132554892807,0.50225,0.17190623062179775,0.8486657486931217,0.0
linear_low_confounding,linear,31,ipw,0.9624308278442962,0.05633696287215536,0.8520103806148718,1.0728512750737207,1.0,0.9775132554892807,0.50225,0.17190623062179775,0.8486657486931217,0.0
linear_low_confounding,linear,31,aipw,0.970252295941632,0.0352946916658932,0.9010747002764813,1.0394298916067826,1.0,0.9775132554892807,0.50225,0.17190623062179775,0.8486657486931217,0.0
linear_low_confounding,linear,32,difference-in-means,1.61465620474763,0.05142278832633489,1.5138675396280137,1.7154448698672464,1.0,1.0182260160415904,0.505,0.12250607068077841,0.8638565013493289,0.0
